date,AAPL,AMZN,F
2017-08-25,157.4789,945.26,10.1511
2017-08-28,159.0649,946.02,10.123
2017-08-29,160.4834,954.06,10.1699
2017-08-30,160.9169,967.59,10.2637
2017-08-31,161.5572,980.6,10.3482
2017-09-01,161.6064,978.25,10.6484
2017-09-05,159.6658,965.27,10.6578
2017-09-06,159.4983,967.8,10.7891
2017-09-07,158.858,979.47,10.6953
2017-09-08,156.2672,965.9,10.6578
2017-09-11,159.0944,977.96,10.7047
2017-09-12,158.464,982.58,10.8735
2017-09-13,157.272,999.6,10.9017
2017-09-14,155.9224,992.21,10.8454
2017-09-15,157.4986,986.79,10.9017
2017-09-18,156.3066,974.19,10.9111
2017-09-19,156.3657,969.86,10.9955
2017-09-20,153.7453,973.21,10.9861
2017-09-21,151.1052,964.65,10.9955
2017-09-22,149.6276,955.1,11.1081
2017-09-25,148.3075,939.79,11.2019
2017-09-26,150.859,938.6,11.1925
2017-09-27,151.9327,950.87,11.2113
2017-09-28,150.9969,956.4,11.2207
2017-09-29,151.8244,961.35,11.2301
2017-10-02,151.519,959.19,11.3426
2017-10-03,152.179,957.1,11.5772
2017-10-04,151.1939,965.45,11.5397
2017-10-05,153.0754,980.85,11.4927
2017-10-06,152.9868,989.58,11.549
2017-10-09,153.5187,990.99,11.5772
2017-10-10,153.5778,987.2,11.6241
2017-10-11,154.2182,995.0,11.6147
2017-10-12,153.6764,1000.93,11.3708
2017-10-13,154.6516,1002.94,11.3051
2017-10-16,157.4986,1006.34,11.3708
2017-10-17,158.0798,1009.13,11.5115
2017-10-18,157.3803,997.0,11.4365
2017-10-19,153.6567,986.61,11.474
2017-10-20,153.9226,982.91,11.493
2017-10-23,153.8438,966.3,11.436
2017-10-24,154.76,975.9,11.5785
2017-10-25,154.0802,972.91,11.4645
2017-10-26,155.0654,972.43,11.6545
2017-10-27,160.6213,1100.95,11.455
2017-10-30,164.2367,1110.85,11.493
2017-10-31,166.5221,1105.28,11.6545
2017-11-01,164.4041,1103.68,11.7304
2017-11-02,165.606,1094.22,11.7969
2017-11-03,169.9306,1111.6,11.7399
2017-11-06,171.6545,1120.66,11.7114
2017-11-07,172.2062,1123.17,11.55
2017-11-08,173.6149,1132.88,11.455
2017-11-09,173.2602,1129.13,11.436
2017-11-10,172.6868,1125.35,11.4075
2017-11-13,171.9948,1129.17,11.55
2017-11-14,169.3946,1136.84,11.417
2017-11-15,167.1603,1126.69,11.398
2017-11-16,169.1574,1137.29,11.436
2017-11-17,168.2181,1129.88,11.4075
2017-11-20,168.0501,1126.31,11.5215
2017-11-21,171.1742,1139.49,11.512
2017-11-22,172.9735,1156.16,11.4645
2017-11-24,172.9834,1186.0,11.493
2017-11-27,172.1134,1195.83,11.5025
2017-11-28,171.105,1193.6,11.5975
2017-11-29,167.5558,1161.27,11.9299
2017-11-30,169.8988,1176.75,11.8919
2017-12-01,169.1079,1162.35,11.9489
2017-12-04,167.8721,1133.95,11.9964
2017-12-05,167.7139,1141.57,11.8064
2017-12-06,167.0911,1152.35,11.7589
2017-12-07,167.3976,1159.79,11.9014
2017-12-08,167.447,1162.0,11.9774
2017-12-11,170.7095,1168.92,11.9489
2017-12-12,169.7505,1165.08,11.9679
2017-12-13,170.3141,1164.13,11.9964
2017-12-14,170.2646,1174.26,11.8349
2017-12-15,171.9948,1179.14,11.9489
2017-12-18,174.417,1190.58,12.0249
2017-12-19,172.5583,1187.38,12.0534
2017-12-20,172.3705,1177.62,12.0819
2017-12-21,173.023,1174.76,11.9964
2017-12-22,173.023,1168.36,11.9489
2017-12-26,168.6334,1176.76,11.9679
2017-12-27,168.663,1182.26,11.8729
2017-12-28,169.1376,1186.1,11.9489
2017-12-29,167.3086,1169.47,11.8634
